Method,Name,Error,Occurrences
GET,/productpage,"ConnectionResetError(104, 'Connection reset by peer')",1394
GET,/productpage,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to localhost timed out. (connect timeout=None)')",436
GET,/productpage,RemoteDisconnected('Remote end closed connection without response'),1
GET,/productpage,HTTPError('503 Server Error: Service Unavailable for url: /productpage'),718
