Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,375787,1534,4000.0,4678.724598963528,15.040391124784946,110287.50830935314,5050.973820275848,80.90097239974337,0.33024583517047246,15,3200,4000,4900,5800,6400,7500,8200,9100,9900,21000,108000,110000
,Aggregated,375787,1534,4000.0,4678.724598963528,15.040391124784946,110287.50830935314,5050.973820275848,80.90097239974337,0.33024583517047246,15,3200,4000,4900,5800,6400,7500,8200,9100,9900,21000,108000,110000
