Timestamp,User Count,Type,Name,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1756456506,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1756456507,1,,Aggregated,0.000000,0.000000,240,240,240,240,240,240,240,240,240,240,240,240,240,1,0,237.57350794039667,237.57350794039667,237.57350794039667,237.57350794039667,7602.0
1756456508,1,,Aggregated,0.000000,0.000000,120,120,240,240,240,240,240,240,240,240,240,240,240,2,0,120.0,176.77884304430336,115.98417814821005,237.57350794039667,7753.0
1756456509,1,,Aggregated,1.000000,0.000000,71,93,120,190,190,240,240,240,240,240,240,240,240,5,0,120.0,140.552144870162,70.55632420815527,237.57350794039667,9308.8
1756456510,1,,Aggregated,1.000000,0.000000,29,71,120,120,190,190,240,240,240,240,240,240,240,6,0,93,121.92818708717823,28.80839817225933,237.57350794039667,8897.166666666666
1756456511,1,,Aggregated,1.333333,0.000000,29,33,93,120,190,190,240,240,240,240,240,240,240,7,0,93,109.24625433316189,28.80839817225933,237.57350794039667,8748.714285714286
1756456512,1,,Aggregated,1.250000,0.000000,29,36,71,93,120,190,240,240,240,240,240,240,240,9,0,71,93.18496491242614,28.80839817225933,237.57350794039667,9508.555555555555
1756456513,1,,Aggregated,1.200000,0.000000,29,34,42,93,120,120,190,240,240,240,240,240,240,11,0,42,83.17269374277781,28.80839817225933,237.57350794039667,10120.454545454546
1756456514,1,,Aggregated,1.166667,0.000000,29,34,41,71,93,120,190,240,240,240,240,240,240,13,0,41,76.09608414797829,28.80839817225933,237.57350794039667,10654.923076923076
1756456515,1,,Aggregated,1.166667,0.000000,29,34,41,71,93,120,190,240,240,240,240,240,240,13,0,41,76.09608414797829,28.80839817225933,237.57350794039667,10654.923076923076
1756456516,1,,Aggregated,1.285714,0.000000,29,34,41,47,93,120,190,240,240,240,240,240,240,15,0,41,71.25231400132179,28.80839817225933,237.57350794039667,11140.6
1756456517,1,,Aggregated,1.375000,0.000000,29,34,41,71,83,93,190,240,240,240,240,240,240,17,0,41,69.74290629081867,28.80839817225933,237.57350794039667,11509.0
1756456518,1,,Aggregated,1.444444,0.000000,29,34,41,47,83,93,190,240,240,240,240,240,240,18,0,38,67.53303948789835,28.80839817225933,237.57350794039667,11307.833333333334
1756456519,1,,Aggregated,1.500000,0.000000,29,34,41,47,83,93,190,240,240,240,240,240,240,20,0,38,64.74124424858019,28.80839817225933,237.57350794039667,11676.15
1756456520,1,,Aggregated,1.600000,0.000000,29,34,41,47,82,83,120,190,240,240,240,240,240,21,0,41,65.5654274769837,28.80839817225933,237.57350794039667,12174.142857142857
1756456521,1,,Aggregated,1.600000,0.000000,29,34,42,57,82,83,120,190,240,240,240,240,240,22,0,41,65.18972795244984,28.80839817225933,237.57350794039667,12626.863636363636
1756456522,1,,Aggregated,1.600000,0.000000,29,34,42,57,82,83,120,190,240,240,240,240,240,23,0,42,64.187945737301,28.80839817225933,237.57350794039667,13040.217391304348
1756456523,1,,Aggregated,1.600000,0.000000,29,34,42,47,82,83,120,190,240,240,240,240,240,24,0,42,63.48578479567853,28.80839817225933,237.57350794039667,12824.666666666666
1756456524,1,,Aggregated,1.600000,0.000000,29,34,42,47,71,83,120,190,240,240,240,240,240,25,0,42,62.51187647692859,28.80839817225933,237.57350794039667,13197.04
1756456525,1,,Aggregated,1.400000,0.000000,29,34,42,47,71,82,120,190,240,240,240,240,240,27,0,42,61.64307448219646,28.80839817225933,237.57350794039667,13330.666666666666
1756456526,1,,Aggregated,1.300000,0.000000,29,34,42,47,71,82,120,190,240,240,240,240,240,28,0,41,60.74553500262222,28.80839817225933,237.57350794039667,13135.464285714286
1756456527,1,,Aggregated,1.200000,0.000000,29,34,42,56,70,82,120,190,240,240,240,240,240,29,0,42,60.59429358594633,28.80839817225933,237.57350794039667,13045.0
1756456528,1,,Aggregated,1.200000,0.000000,29,34,42,47,70,82,120,190,240,240,240,240,240,30,0,41,59.75350406952202,28.80839817225933,237.57350794039667,12873.166666666666
1756456529,1,,Aggregated,1.100000,0.000000,29,34,41,47,70,71,93,190,240,240,240,240,240,31,0,41,58.924398715457606,28.80839817225933,237.57350794039667,12710.90322580645
1756456530,1,,Aggregated,1.100000,0.000000,29,34,41,47,70,71,93,190,240,240,240,240,240,32,0,39,58.19005950615974,28.80839817225933,237.57350794039667,12560.96875
1756456531,1,,Aggregated,1.000000,0.000000,29,34,41,47,70,75,93,190,240,240,240,240,240,34,0,39,57.91824450716376,28.80839817225933,237.57350794039667,12706.676470588236
1756456532,1,,Aggregated,1.000000,0.000000,29,34,41,47,70,75,93,190,240,240,240,240,240,34,0,39,57.91824450716376,28.80839817225933,237.57350794039667,12706.676470588236
1756456533,1,,Aggregated,1.000000,0.000000,29,34,39,47,70,75,93,190,240,240,240,240,240,35,0,39,57.214094093069434,28.80839817225933,237.57350794039667,12568.457142857143
1756456534,1,,Aggregated,1.000000,0.000000,29,34,41,47,70,71,93,190,240,240,240,240,240,36,0,39,56.83324123189474,28.80839817225933,237.57350794039667,12834.861111111111
1756456535,1,,Aggregated,1.100000,0.000000,29,34,39,47,57,71,93,190,240,240,240,240,240,37,0,39,56.20797120059866,28.80839817225933,237.57350794039667,12700.567567567568
1756456536,1,,Aggregated,1.200000,0.000000,29,34,39,45,57,71,93,190,240,240,240,240,240,39,0,39,55.35684546861702,28.80839817225933,237.57350794039667,12846.589743589744
1756456537,2,,Aggregated,1.200000,0.000000,29,34,40,47,57,71,83,120,240,240,240,240,240,41,0,40,55.53665814535102,28.80839817225933,237.57350794039667,12642.756097560976
1756456538,2,,Aggregated,1.200000,0.000000,29,34,40,47,57,71,83,120,240,240,240,240,240,43,0,40,54.845345910465305,28.80839817225933,237.57350794039667,12480.651162790698
1756456539,2,,Aggregated,1.200000,0.000000,29,34,39,45,56,71,83,120,240,240,240,240,240,45,0,39,53.947838044000996,28.80839817225933,237.57350794039667,12333.177777777777
1756456540,2,,Aggregated,1.300000,0.000000,29,34,38,45,56,70,83,120,240,240,240,240,240,47,0,38,53.183903298439816,28.80839817225933,237.57350794039667,12200.617021276596
1756456541,2,,Aggregated,1.400000,0.000000,28,34,38,45,49,70,83,120,240,240,240,240,240,49,0,38,52.25390317013525,27.748739114031196,237.57350794039667,12057.836734693878
1756456542,3,,Aggregated,1.500000,0.000000,28,34,38,44,49,57,82,120,190,240,240,240,240,52,0,37,51.12763744993852,27.748739114031196,237.57350794039667,11816.673076923076
1756456543,3,,Aggregated,1.600000,0.000000,28,33,37,44,49,70,82,120,190,240,240,240,240,55,0,37,50.89246510020034,27.748739114031196,237.57350794039667,11648.272727272728
1756456544,3,,Aggregated,1.700000,0.000000,28,33,37,42,49,57,82,120,190,240,240,240,240,59,0,37,49.907227228316714,27.748739114031196,237.57350794039667,11539.033898305084
1756456545,3,,Aggregated,2.000000,0.000000,28,32,36,42,47,56,80,93,190,240,240,240,240,62,0,36,49.027282733380076,27.748739114031196,237.57350794039667,11363.90322580645
1756456546,3,,Aggregated,2.300000,0.000000,25,32,35,41,47,56,80,93,190,240,240,240,240,65,0,35,48.03954002160866,25.086464826017618,237.57350794039667,11187.676923076922
1756456547,4,,Aggregated,2.400000,0.000000,25,32,35,40,45,52,80,93,190,240,240,240,240,70,0,35,46.888621973006856,25.086464826017618,237.57350794039667,11197.757142857143
1756456548,4,,Aggregated,2.500000,0.000000,25,32,35,39,45,49,78,93,190,240,240,240,240,76,0,35,45.913964816320096,25.086464826017618,237.57350794039667,11231.328947368422
1756456549,4,,Aggregated,2.800000,0.000000,25,31,35,39,45,49,78,93,220,240,240,240,240,82,0,35,47.383164308351894,25.086464826017618,237.57350794039667,11203.987804878048
1756456550,4,,Aggregated,3.200000,0.000000,25,31,35,39,45,49,78,93,220,240,240,240,240,87,0,35,46.68220626618499,25.086464826017618,237.57350794039667,11140.632183908046
1756456551,4,,Aggregated,3.400000,0.000000,25,31,34,38,45,48,75,93,220,240,240,240,240,91,0,34,45.95539080501012,25.086464826017618,237.57350794039667,11027.648351648351
1756456552,5,,Aggregated,3.700000,0.000000,25,31,34,38,45,49,75,93,220,240,240,240,240,95,0,34,45.79891747500943,25.086464826017618,237.57350794039667,10938.705263157895
1756456553,5,,Aggregated,4.000000,0.000000,25,31,34,38,44,48,75,93,190,220,240,240,240,101,0,34,45.66918568233821,25.086464826017618,237.57350794039667,10867.39603960396
1756456554,5,,Aggregated,4.200000,0.000000,25,30,34,37,44,47,75,93,190,220,240,240,240,107,0,34,44.80031074816796,25.086464826017618,237.57350794039667,10953.373831775702
1756456555,5,,Aggregated,4.400000,0.000000,25,30,34,37,42,47,75,93,190,220,240,240,240,113,0,34,44.7631097847876,25.086464826017618,237.57350794039667,11044.336283185841
1756456556,5,,Aggregated,4.500000,0.000000,25,31,34,37,42,47,78,100,190,220,240,240,240,120,0,34,44.95259187145469,25.086464826017618,237.57350794039667,10968.508333333333
1756456557,6,,Aggregated,4.900000,0.000000,25,31,34,38,45,48,78,100,190,220,240,240,240,128,0,34,45.74954066083592,25.086464826017618,237.57350794039667,10855.7265625
1756456558,6,,Aggregated,5.200000,0.000000,25,30,34,38,44,47,75,100,190,220,240,240,240,138,0,34,44.86216993773005,25.086464826017618,237.57350794039667,10960.007246376812
1756456559,6,,Aggregated,5.400000,0.000000,25,30,34,37,44,47,75,100,200,220,240,240,240,148,0,34,45.29680645823277,25.086464826017618,237.57350794039667,10883.054054054053
1756456560,6,,Aggregated,5.700000,0.000000,25,30,34,37,42,47,75,100,190,220,240,240,240,154,0,34,44.69053099210096,25.086464826017618,237.57350794039667,10832.266233766233
1756456561,6,,Aggregated,6.300000,0.000000,24,30,34,37,41,45,75,100,190,220,240,240,240,160,0,34,44.115187879651785,24.15106911212206,237.57350794039667,10742.03125
1756456562,7,,Aggregated,6.700000,0.000000,24,30,34,37,41,45,74,93,190,220,240,240,240,170,0,33,43.531362253569945,24.15106911212206,237.57350794039667,10811.358823529412
1756456563,7,,Aggregated,6.800000,0.000000,24,30,33,36,40,45,71,93,190,220,240,240,240,176,0,33,43.13660426388114,24.15106911212206,237.57350794039667,10812.698863636364
1756456564,7,,Aggregated,7.200000,0.000000,24,30,33,36,39,45,71,93,190,220,240,240,240,186,0,33,42.85347042980814,24.15106911212206,237.57350794039667,10771.037634408602
1756456565,7,,Aggregated,7.400000,0.000000,24,29,33,36,39,44,70,93,190,220,240,240,240,195,0,33,42.23614577920391,24.15106911212206,237.57350794039667,10747.651282051282
1756456566,7,,Aggregated,7.800000,0.000000,24,29,33,36,39,43,65,90,140,200,240,240,240,202,0,32,41.84570856217184,24.15106911212206,237.57350794039667,10675.118811881188
1756456567,8,,Aggregated,7.900000,0.000000,24,29,33,36,39,45,71,93,190,220,240,240,240,214,0,33,42.86159420164006,24.15106911212206,237.57350794039667,10692.68691588785
1756456568,8,,Aggregated,8.200000,0.000000,24,30,33,36,39,45,75,93,190,220,240,240,240,223,0,33,43.37841208142984,24.15106911212206,237.57350794039667,10668.95067264574
1756456569,8,,Aggregated,8.400000,0.000000,24,29,32,36,39,44,74,93,190,220,240,240,240,232,0,32,42.87716265113478,24.15106911212206,237.57350794039667,10626.530172413793
1756456570,8,,Aggregated,8.800000,0.000000,24,29,32,35,39,44,71,93,190,220,240,240,240,243,0,32,42.46958464656194,24.15106911212206,237.57350794039667,10638.213991769548
1756456571,8,,Aggregated,8.800000,0.000000,24,29,32,35,39,44,71,93,190,220,240,240,240,244,0,32,42.41668317299031,24.15106911212206,237.57350794039667,10627.122950819672
1756456572,9,,Aggregated,8.800000,0.000000,24,29,33,36,41,47,82,140,430,820,1100,1100,1100,253,0,33,60.828178707812086,24.15106911212206,1076.5550069045275,10613.786561264822
