Timestamp,User Count,Type,Name,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1759160572,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1759160573,1,,Aggregated,0.000000,0.000000,220,220,220,220,220,220,220,220,220,220,220,220,220,1,0,216.54712595045567,216.54712595045567,216.54712595045567,216.54712595045567,7861.0
1759160574,1,,Aggregated,0.000000,0.000000,38,38,220,220,220,220,220,220,220,220,220,220,220,2,0,38,127.05469643697143,37.562266923487186,216.54712595045567,7855.0
1759160575,1,,Aggregated,0.000000,0.000000,36,38,71,71,220,220,220,220,220,220,220,220,220,4,0,38,90.27550218161196,35.72335559874773,216.54712595045567,10008.75
1759160576,1,,Aggregated,0.500000,0.000000,33,36,38,71,71,220,220,220,220,220,220,220,220,5,0,38,78.81073653697968,32.951673958450556,216.54712595045567,9578.2
1759160577,1,,Aggregated,0.666667,0.000000,33,35,38,38,71,71,220,220,220,220,220,220,220,6,0,36,71.47201492140691,32.951673958450556,216.54712595045567,9294.0
1759160578,1,,Aggregated,1.000000,0.000000,33,35,36,38,71,71,220,220,220,220,220,220,220,7,0,36,66.39199777107153,32.951673958450556,216.54712595045567,9085.57142857143
1759160579,1,,Aggregated,1.000000,0.000000,33,35,36,38,53,71,220,220,220,220,220,220,220,9,0,36,61.12274760380387,32.5556630268693,216.54712595045567,9923.555555555555
1759160580,1,,Aggregated,1.000000,0.000000,33,35,38,53,55,71,220,220,220,220,220,220,220,10,0,36,60.5259436648339,32.5556630268693,216.54712595045567,9982.3
1759160581,1,,Aggregated,1.000000,0.000000,33,35,38,41,55,55,71,220,220,220,220,220,220,12,0,36,56.73848391355326,32.5556630268693,216.54712595045567,10581.916666666666
