Timestamp,User Count,Type,Name,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1759038746,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1759038747,1,,Aggregated,0.000000,0.000000,240,240,240,240,240,240,240,240,240,240,240,240,240,1,0,238.66897309198976,238.66897309198976,238.66897309198976,238.66897309198976,7622.0
1759038748,1,,Aggregated,0.000000,0.000000,58,58,240,240,240,240,240,240,240,240,240,240,240,2,0,58,148.3136045280844,57.95823596417904,238.66897309198976,7228.5
1759038749,1,,Aggregated,0.000000,0.000000,58,58,130,130,240,240,240,240,240,240,240,240,240,3,0,130.0,141.58227868999043,57.95823596417904,238.66897309198976,7355.333333333333
1759038750,1,,Aggregated,1.000000,0.000000,58,60,130,130,240,240,240,240,240,240,240,240,240,4,0,60,121.18039175402373,57.95823596417904,238.66897309198976,8121.5
1759038751,1,,Aggregated,1.000000,0.000000,39,57,60,60,130,130,240,240,240,240,240,240,240,6,0,58,96.70431764485936,38.68871880695224,238.66897309198976,9464.833333333334
1759038752,1,,Aggregated,1.000000,0.000000,32,39,58,60,130,130,240,240,240,240,240,240,240,8,0,57,81.33954188087955,32.48190600425005,238.66897309198976,10324.0
1759038753,1,,Aggregated,1.200000,0.000000,32,38,57,58,60,130,240,240,240,240,240,240,240,9,0,57,75.83363219681713,31.78635472431779,238.66897309198976,10054.555555555555
1759038754,1,,Aggregated,1.000000,0.000000,32,38,57,58,60,130,240,240,240,240,240,240,240,10,0,39,72.07580548711121,31.78635472431779,238.66897309198976,9838.0
1759038755,1,,Aggregated,1.142857,0.000000,32,38,57,60,68,68,130,240,240,240,240,240,240,11,0,57,71.7242710631002,31.78635472431779,238.66897309198976,10569.09090909091
1759038756,1,,Aggregated,1.125000,0.000000,32,38,57,58,68,68,130,240,240,240,240,240,240,12,0,39,68.96131105410556,31.78635472431779,238.66897309198976,10346.25
1759038757,1,,Aggregated,1.111111,0.000000,32,38,39,58,60,68,130,240,240,240,240,240,240,13,0,39,66.5710665858709,31.78635472431779,238.66897309198976,10156.384615384615
1759038758,1,,Aggregated,1.100000,0.000000,32,38,39,58,60,68,130,240,240,240,240,240,240,14,0,39,64.30031468958727,31.78635472431779,238.66897309198976,9996.57142857143
1759038759,1,,Aggregated,1.100000,0.000000,32,36,39,57,60,68,130,240,240,240,240,240,240,15,0,39,62.391266164680324,31.78635472431779,238.66897309198976,9857.666666666666
1759038760,1,,Aggregated,1.100000,0.000000,32,36,39,57,60,60,130,240,240,240,240,240,240,16,0,38,60.645621531875804,31.78635472431779,238.66897309198976,9731.5
1759038761,1,,Aggregated,1.100000,0.000000,32,36,39,57,60,60,130,240,240,240,240,240,240,16,0,38,60.645621531875804,31.78635472431779,238.66897309198976,9731.5
