Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9894,95,65,101.79872211331114,6.934890989214182,4912.89005195722,10441.750151607035,2.130163415885073,0.020453358046197894,7,31,65,97,110,130,200,290,530,710,1600,4900,4900
GET,/cart,19946,198,67,109.11428833867902,4.805670119822025,2174.514664337039,15836.344680637721,4.29434399567856,0.0426291041383914,5,34,67,98,110,150,210,340,610,790,1300,2000,2200
POST,/cart,39550,441,100.0,139.99548518295515,4.581053275614977,2402.8906486928463,18956.786219974714,8.515055902390808,0.09494664103550812,5,59,100,150,190,200,290,330,480,590,1400,2300,2400
POST,/cart/checkout,9903,116,280.0,336.90747611005906,6.9386218674480915,2331.7293669097126,6742.411188528728,2.132101102436818,0.024974626666936374,7,180,280,360,410,480,620,810,1200,1400,1900,2300,2300
GET,/product/0PUK6V6EV0,15367,167,52,107.74932327804713,6.422386039048433,2273.557759821415,7780.747706123511,3.3084921378518213,0.0359548504601584,6,29,52,93,110,130,200,360,790,970,1400,2000,2300
GET,/product/1YMWWN1N4O,15319,153,50,105.39651775269498,6.197783164680004,2168.8283891417086,7797.96827469156,3.298157809575848,0.03294067137966608,6,29,50,92,110,120,200,330,730,970,1600,2200,2200
GET,/product/2ZYFJ3GM2N,15251,170,50,104.95510552628448,6.325099151581526,2397.860229946673,7799.053242410334,3.283517511184885,0.03660074597740676,6,29,50,91,100,120,200,320,740,980,1500,2200,2400
GET,/product/66VCHSJNUP,15308,169,52,104.22832648698017,6.467225961387157,1984.0060961432755,7766.68715704207,3.2957895260126038,0.036385447471657305,6,29,52,93,110,120,200,310,700,950,1300,2000,2000
GET,/product/6E92ZMYYFZ,15483,141,52,103.91770127523353,6.179976277053356,2106.9471687078476,7758.123296518763,3.3334667645187577,0.030357089310672665,6,29,52,92,100,120,200,310,710,910,1500,2000,2100
GET,/product/9SIQT8TOJO,15550,178,50,104.33527853154244,6.106633227318525,2382.2200316935778,7801.740578778135,3.347891764403971,0.03832313402340237,6,29,50,92,110,130,200,320,700,920,1500,2200,2400
GET,/product/L9ECAV7KIM,15253,157,51,103.27881821434578,6.61874795332551,1997.1425700932741,7769.0701501344,3.283948108196384,0.03380186540266389,7,29,51,92,110,120,200,310,700,910,1400,1900,2000
GET,/product/LS4PSXUNUM,15494,172,49,102.47768664904366,6.284361705183983,1983.1659169867635,7768.126177875307,3.335835048082002,0.03703134298890566,6,29,49,92,100,120,190,310,700,900,1400,1900,2000
GET,/product/OLJCESPC7Z,15373,169,50,103.39957880366205,6.783482152968645,2288.6724290437996,7799.5273531516295,3.309783928886318,0.036385447471657305,7,29,50,92,100,120,200,310,700,900,1600,2200,2300
POST,/setCurrency,20003,214,73,108.92788291643087,9.014245122671127,5108.952961862087,10435.740738889166,4.3066160105062785,0.04607388023038263,9,35,73,100,120,160,200,290,530,730,1600,4800,5100
,Aggregated,237694,2540,75,120.68573702873111,4.581053275614977,5108.952961862087,10608.169970634513,51.175163025610125,0.5468582046036069,5,32,75,100,130,170,250,390,690,900,1500,2200,5100
