Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,411359,919,3600.0,4188.3089246391355,15.758987981826067,111379.83228906523,5061.400946618404,88.54490584826223,0.19781448436658244,16,3000,3600,4400,5100,5600,6600,7400,8700,9600,15000,108000,111000
,Aggregated,411359,919,3600.0,4188.3089246391355,15.758987981826067,111379.83228906523,5061.400946618404,88.54490584826223,0.19781448436658244,16,3000,3600,4400,5100,5600,6600,7400,8700,9600,15000,108000,111000
