Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/adminbasicservice/adminbasic/configs,1077,12,19,548.6229136802374,10.727227199822664,64999.96543629095,191.35283194057567,0.2318343424723699,0.0025831124509456257,11,15,19,22,25,30,220,850,6800,13000,61000,65000,65000
GET,/api/v1/adminbasicservice/adminbasic/prices,1168,28,19,471.17133578963336,7.493600249290466,73660.48410907388,1650.1575342465753,0.25142294522537423,0.006027262385539793,7,15,19,21,25,29,220,630,4500,11000,65000,74000,74000
GET,/api/v1/assuranceservice/assurances/types,1132,1,9,137.01423428756885,5.260210018604994,16152.235554065555,107.98851590106007,0.24367360787253733,0.00021525937091213546,5,8,9,11,12,13,20,200,1400,4100,14000,16000,16000
PUT,/api/v1/consignservice/consigns,1093,18,27,620.981080348502,12.494530063122511,73340.78494412825,387.0375114364135,0.23527849240696405,0.003874668676418438,12,22,27,36,82,120,490,2100,7800,13000,56000,73000,73000
GET,/api/v1/contactservice/contacts/account/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,1123,13,12,507.4065578831915,7.427395321428776,73213.72997201979,457.03650934995545,0.2417362735343281,0.002798371821857761,7,10,12,14,16,18,98,620,6200,9600,63000,73000,73000
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,2214,41,71,1122.9370438717574,4.549155011773109,73597.8589579463,1075.393857271906,0.4765842471994679,0.008825634207397555,5,50,71,170,250,310,1300,4900,13000,27000,61000,74000,74000
POST,/api/v1/inside_pay_service/inside_payment,321492,593,18,296.4183391407908,6.57358393073082,184723.0188176036,72.41881913080263,69.20416567328425,0.12764880695089634,7,13,18,54,98,170,390,810,2100,4300,53000,65000,185000
POST,/api/v1/orderOtherService/orderOther/refresh,6696,42,31,789.580709566938,11.139892041683197,66359.1084848158,1473.51986260454,1.441376747627659,0.00904089357830969,11,23,31,120,240,330,1000,3100,8000,14000,61000,66000,66000
POST,/api/v1/orderservice/order/refresh,6715,72,29,859.7102277463528,11.882685124874115,71168.30396698788,1303.0349962769917,1.4454666756749897,0.015498674705673753,12,22,29,98,230,380,1200,3200,7900,14000,61000,71000,71000
POST,/api/v1/preserveotherservice/preserveOther,483,483,360.0,2743.08705129169,72.24885514006019,73343.03642390296,203.3271221532091,0.10397027615056142,0.10397027615056142,72,160,360,740,1400,2000,7100,13000,33000,45000,73000,73000,73000
POST,/api/v1/preserveservice/preserve,502,502,390.0,3510.7178278258107,7.368685677647591,60618.93001291901,196.77290836653387,0.108060204197892,0.108060204197892,7,180,400,880,1500,2900,9900,17000,41000,60000,61000,61000,61000
POST,/api/v1/rebookservice/rebook,4453,26,17,445.0049527882927,3.4706960432231426,73328.01147876307,127.7363575117898,0.9585499786717392,0.005596743643715522,3,13,17,29,91,120,370,1100,3200,8200,60000,73000,73000
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,1075,1075,4,19.716369214272778,2.481807954609394,9281.871455721557,175.0,0.23140382373054563,0.23140382373054563,2,3,4,5,5,6,8,13,37,210,1600,9300,9300
POST,/api/v1/travel2service/trips/left,1746,80,260.0,2858.8175848630476,8.595257066190243,66421.45782196894,137.36655211912944,0.3758428616125885,0.017220749672970836,9,55,260,680,1400,1900,6400,14000,35000,60000,63000,66000,66000
POST,/api/v1/travelplanservice/travelPlan/quickest,1092,1092,160.0,1827.0530961163943,13.364461716264486,66507.69188581035,234.8653846153846,0.23506323303605192,0.23506323303605192,13,86,170,300,510,790,3500,8000,20000,44000,61000,67000,67000
POST,/api/v1/travelservice/trips/left,594,79,1700.0,8969.088870667467,25.21662600338459,86799.41037297249,311.80808080808083,0.12786406632180847,0.017005490302058703,25,760,1700,4300,8500,12000,28000,60000,61000,62000,87000,87000,87000
POST,/api/v1/travelservice/trips/left_parallel,1154,1154,10,158.60191818513945,6.256227381527424,61489.0177519992,244.82149046793762,0.24840931403260433,0.24840931403260433,6,8,10,12,14,15,55,260,1500,3200,7000,61000,61000
POST,/api/v1/users/login,16140,255,1200.0,3789.0575526353855,7.995139807462692,341350.450146012,367.2302973977695,3.4742862465218662,0.05489113958259454,8,570,1200,2000,2800,3600,7800,14000,32000,60000,75000,126000,341000
,Aggregated,369949,5566,20,513.9354998742448,2.481807954609394,341350.450146012,149.52502101641036,79.6349890095736,1.198133658496946,2,13,20,74,150,220,630,1500,4300,8700,60000,73000,341000
