Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,406769,1519,3800.0,4247.520456721065,16.70732902130112,110757.02378497226,5049.819034882206,87.57064147503992,0.32701558968501937,17,3100,3800,4400,5000,5400,6600,7300,8300,9300,20000,108000,111000
,Aggregated,406769,1519,3800.0,4247.520456721065,16.70732902130112,110757.02378497226,5049.819034882206,87.57064147503992,0.32701558968501937,17,3100,3800,4400,5000,5400,6600,7300,8300,9300,20000,108000,111000
