Method,Name,Error,Occurrences
GET,/productpage,"ConnectionResetError(104, 'Connection reset by peer')",17
GET,/productpage,RemoteDisconnected('Remote end closed connection without response'),2
GET,/productpage,HTTPError('503 Server Error: Service Unavailable for url: /productpage'),31029
