Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,10027,102,62,102.29682350378245,6.530713988468051,1938.6334591545165,10438.55909045577,2.1587068898140456,0.021959519573255478,7,30,62,95,110,130,200,300,600,770,1500,1900,1900
GET,/cart,20098,167,69,116.22133398300107,5.041596945375204,2166.8621709104627,15793.587222609214,4.326886513561653,0.03595333106601632,5,34,69,100,120,170,220,380,680,850,1700,2000,2200
POST,/cart,39425,342,110.0,143.40254966636144,4.531800979748368,2598.8408611156046,19005.88355104629,8.487784893878404,0.07362897739268012,5,60,110,160,190,200,290,340,420,580,1400,2400,2600
POST,/cart/checkout,9860,88,210.0,260.56624296237953,6.965863052755594,2513.5323889553547,6748.609837728195,2.1227535587480295,0.01894546786712237,7,140,210,280,310,360,460,590,880,1100,1600,2500,2500
GET,/product/0PUK6V6EV0,15213,143,49,107.79312674978449,6.430336972698569,2378.40104685165,7698.797212910011,3.27519775752878,0.030786385284073854,6,28,49,93,110,120,200,350,740,930,1900,2300,2400
GET,/product/1YMWWN1N4O,15573,139,48,107.0381585253941,6.265565054491162,2199.4763689581305,7709.195017016631,3.352701944257917,0.029925227653750112,6,28,48,92,100,120,200,350,750,980,1800,2200,2200
GET,/product/2ZYFJ3GM2N,15234,148,46,107.6311473801772,5.7772009167820215,2196.260466007516,7718.378429828016,3.27971883508798,0.031862832321978535,6,28,46,92,100,120,200,390,760,960,1700,2000,2200
GET,/product/66VCHSJNUP,15238,145,50,108.9408880313477,6.462781922891736,2390.5714391730726,7686.568381677385,3.2805799927183035,0.031216964099235727,6,28,50,93,110,130,200,370,760,970,2000,2300,2400
GET,/product/6E92ZMYYFZ,15448,136,48,106.66221956061565,6.598302163183689,2095.786551013589,7669.330398757121,3.3257907683103003,0.029279359431007304,7,28,48,93,110,120,200,350,730,940,1800,2100,2100
GET,/product/9SIQT8TOJO,15343,146,49,106.46246776046921,6.16539316251874,2597.76499401778,7718.098155510656,3.303185380514302,0.031432253506816665,6,28,49,92,110,120,200,360,710,940,1900,2200,2600
GET,/product/L9ECAV7KIM,15470,127,50,108.6578198389524,6.062441971153021,2199.9456400517374,7682.35352294764,3.3305271352770807,0.027341754762778878,6,28,50,93,110,130,200,360,770,960,1800,2200,2200
GET,/product/LS4PSXUNUM,15397,150,51,106.25712249110839,6.382991094142199,2203.319021034986,7682.601610703384,3.314811008523672,0.032293411137140404,6,28,51,93,100,120,200,360,720,950,1700,2100,2200
GET,/product/OLJCESPC7Z,15390,140,51,106.25947043039461,6.480197887867689,2098.6016588285565,7709.63216374269,3.3133039826706057,0.030140517061331046,6,28,51,93,100,120,200,350,710,910,1800,2100,2100
POST,/setCurrency,19749,187,77,113.85760174041963,9.477342013269663,1993.8651910051703,10443.287609499215,4.251750510315906,0.040259119217635045,9,34,77,100,130,170,210,310,600,790,1500,2000,2000
,Aggregated,237465,2160,75,120.74574169692912,4.531800979748368,2598.8408611156046,10564.7036405365,51.12369917120698,0.46502512037482185,5,31,75,100,130,180,260,390,690,900,1700,2200,2600
