Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9740,0,47,90.45907020761518,21.719848038628697,1921.2797228246927,10499.3,2.096922849821058,0.0,22,29,47,87,99,110,180,230,580,760,1300,1900,1900
GET,/cart,19336,0,70,125.26603059278541,19.019772997125983,2093.8859230373055,15949.07147290029,4.162843965517452,0.0,19,34,70,100,120,170,300,500,690,810,1400,2000,2100
POST,/cart,38946,0,100,155.48733365753088,29.724671971052885,2586.606196127832,19104.840291685923,8.384677341799891,0.0,30,63,100,160,190,210,310,440,610,730,1400,2300,2600
POST,/cart/checkout,9780,0,260.0,333.8497296310409,48.12105395831168,2621.873561060056,6766.5254601227,2.105534442633465,0.0,48,170,260,340,410,470,610,820,1300,1500,2000,2600,2600
GET,/product/0PUK6V6EV0,15303,0,52,121.12029049577964,19.83890007250011,2146.488461876288,7732.541070378357,3.2945801202065352,0.0,20,28,52,91,110,140,290,530,800,980,1800,2100,2100
GET,/product/1YMWWN1N4O,15182,0,54,125.34921161359058,20.0387230142951,2163.296198938042,7742.4471742853375,3.268530051949005,0.0,20,28,54,93,110,150,300,560,820,990,1600,2100,2200
GET,/product/2ZYFJ3GM2N,15268,0,55,121.85598351184866,19.786860095337033,2276.1788670904934,7753.779866387215,3.2870449764956793,0.0,20,28,55,92,110,140,290,530,790,970,1600,2200,2300
GET,/product/66VCHSJNUP,15217,0,53,120.26346436846887,20.293402019888163,2174.3566901423037,7722.8350529013605,3.2760651956598608,0.0,20,28,53,91,110,140,290,520,790,980,1600,2000,2200
GET,/product/6E92ZMYYFZ,15404,0,53,122.69393103369829,20.019341027364135,2371.2893039919436,7703.848805505064,3.3163243920578624,0.0,20,28,53,91,110,140,290,540,800,990,1700,2100,2400
GET,/product/9SIQT8TOJO,15037,0,52,121.2913675612209,20.384341944009066,2284.550591139123,7752.987763516659,3.23731302800403,0.0,20,27,52,91,110,130,290,520,800,1000,1600,2200,2300
GET,/product/L9ECAV7KIM,15115,0,52,122.25922979189565,20.102725829929113,2319.071924081072,7713.371683757857,3.2541056339882233,0.0,20,28,52,91,110,130,290,540,800,1000,1800,2300,2300
GET,/product/LS4PSXUNUM,15368,0,53,122.55189486427238,20.195590099319816,2320.0948329176754,7718.918011452369,3.3085739585266962,0.0,20,28,53,92,110,140,290,540,800,1000,1700,2000,2300
GET,/product/OLJCESPC7Z,15043,0,53,124.00131700353668,20.416396902874112,2207.3458100203425,7745.670079106561,3.2386047669258913,0.0,20,27,53,92,110,140,300,550,810,1000,1800,2200,2200
POST,/setCurrency,19592,0,60,97.53299006636227,24.926566053181887,1973.0406349990517,10499.462382605145,4.217958159516855,0.0,25,33,60,93,100,120,190,260,560,740,1400,2000,2000
,Aggregated,234331,0,74,133.5391251384359,19.019772997125983,2621.873561060056,10606.174381537227,50.44907888310251,0.0,19,31,74,100,140,180,310,510,770,960,1700,2200,2600
